Data de Publicação,Contagem de postagens,Contagem de Perfis,Taxa de engajamento,Engajamento,Impressões,Visualizações,Rede,Tipo,Assunto
02 de mar. de 2025,10,9,"1,32%",2.192,165.587,71.162,Twitter,Orgânicas,Patrocinadores
24 de fev. de 2025,10,10,"0,75%",623,82.649,62.190,Twitter,Orgânicas,Patrocinadores
08 de jan. de 2025,10,8,"14,56%",78.352,538.071,-,Twitter,Orgânicas,Patrocinadores
24 de jun. de 2025,9,9,"0,18%",964,539.003,25.638,Twitter,Orgânicas,Patrocinadores
01 de jun. de 2025,9,9,"4,37%",3.560,81.492,82.890,Twitter,Orgânicas,Patrocinadores
17 de mai. de 2025,9,6,"0,30%",447,149.439,66.247,Twitter,Orgânicas,Patrocinadores
13 de mai. de 2025,9,8,"29,24%",41.584,142.238,3.153.946,Twitter,Orgânicas,Patrocinadores
12 de abr. de 2025,9,9,"12,59%",17.313,137.547,24.737,Twitter,Orgânicas,Patrocinadores
19 de mar. de 2025,9,7,"0,71%",740,104.871,23.568,Twitter,Orgânicas,Patrocinadores
18 de mar. de 2025,9,8,"5,26%",4.381,83.217,98.644,Twitter,Orgânicas,Patrocinadores
17 de mar. de 2025,9,7,"0,29%",1.532,533.184,128.392,Twitter,Orgânicas,Patrocinadores
08 de mar. de 2025,9,7,"0,16%",179,111.441,11.160,Twitter,Orgânicas,Patrocinadores
26 de fev. de 2025,9,7,"0,67%",485,71.919,19.289,Twitter,Orgânicas,Patrocinadores
14 de fev. de 2025,9,8,"0,02%",45,275.651,3.792,Twitter,Orgânicas,Patrocinadores
18 de jan. de 2025,9,9,"0,31%",1.301,424.803,4.632,Twitter,Orgânicas,Patrocinadores
15 de jan. de 2025,9,6,"0,13%",131,104.070,5.861,Twitter,Orgânicas,Patrocinadores
14 de jun. de 2025,8,6,"0,59%",1.032,174.663,32.719,Twitter,Orgânicas,Patrocinadores
04 de jun. de 2025,8,6,"13,78%",8.457,61.389,410.411,Twitter,Orgânicas,Patrocinadores
10 de mai. de 2025,8,8,"0,60%",270,45.145,19.072,Twitter,Orgânicas,Patrocinadores
25 de abr. de 2025,8,8,"10,11%",7.026,69.469,23.947,Twitter,Orgânicas,Patrocinadores
22 de fev. de 2025,8,8,"66,81%",23.607,35.334,1.063.152,Twitter,Orgânicas,Patrocinadores
07 de fev. de 2025,8,7,"0,01%",45,351.141,10.271,Twitter,Orgânicas,Patrocinadores
22 de jan. de 2025,8,7,"0,06%",52,86.043,2.086,Twitter,Orgânicas,Patrocinadores
30 de mai. de 2025,7,7,"0,38%",385,101.396,27.580,Twitter,Orgânicas,Patrocinadores
03 de mai. de 2025,7,7,"8,92%",702,7.868,15.178,Twitter,Orgânicas,Patrocinadores
13 de abr. de 2025,7,7,"12,90%",1.836,14.234,30.934,Twitter,Orgânicas,Patrocinadores
11 de abr. de 2025,7,7,"5,31%",4.377,82.486,30.274,Twitter,Orgânicas,Patrocinadores
03 de mar. de 2025,7,6,"4,18%",1.259,30.115,68.340,Twitter,Orgânicas,Patrocinadores
01 de mar. de 2025,7,7,"21,21%",9.856,46.478,23.958,Twitter,Orgânicas,Patrocinadores
23 de fev. de 2025,7,6,"1,34%",939,70.218,9.069,Twitter,Orgânicas,Patrocinadores
02 de jan. de 2025,7,7,"121,39%",23.082,19.015,-,Twitter,Orgânicas,Patrocinadores
3 dias ago,6,5,"31,10%",18.198,58.508,17.420,Twitter,Orgânicas,Patrocinadores
23 de jun. de 2025,6,5,"7,67%",2.810,36.656,68.905,Twitter,Orgânicas,Patrocinadores
16 de jun. de 2025,6,3,"0,61%",754,123.119,39.016,Twitter,Orgânicas,Patrocinadores
11 de jun. de 2025,6,6,"162,95%",20.996,12.885,7.577,Twitter,Orgânicas,Patrocinadores
09 de jun. de 2025,6,5,"5,24%",2.269,43.303,22.963,Twitter,Orgânicas,Patrocinadores
05 de jun. de 2025,6,6,"0,68%",320,46.863,26.506,Twitter,Orgânicas,Patrocinadores
18 de mai. de 2025,6,6,"0,36%",1.381,386.560,32.554,Twitter,Orgânicas,Patrocinadores
05 de mai. de 2025,6,6,"0,08%",297,363.830,62.384,Twitter,Orgânicas,Patrocinadores
24 de abr. de 2025,6,5,"0,11%",1.458,1.323.420,35.106,Twitter,Orgânicas,Patrocinadores
10 de abr. de 2025,6,6,"1,19%",748,62.626,21.512,Twitter,Orgânicas,Patrocinadores
25 de mar. de 2025,6,4,"42,99%",2.422,5.634,31.537,Twitter,Orgânicas,Patrocinadores
16 de mar. de 2025,6,4,"1,15%",547,47.455,37.371,Twitter,Orgânicas,Patrocinadores
09 de mar. de 2025,6,6,"0,29%",152,52.639,24.462,Twitter,Orgânicas,Patrocinadores
31 de jan. de 2025,6,5,"0,04%",111,276.088,20.895,Twitter,Orgânicas,Patrocinadores
20 de jan. de 2025,6,6,"11,07%",10.121,91.402,4.133,Twitter,Orgânicas,Patrocinadores
16 de jan. de 2025,6,6,"0,27%",267,98.214,-,Twitter,Orgânicas,Patrocinadores
07 de jan. de 2025,6,6,"18,05%",3.719,20.605,-,Twitter,Orgânicas,Patrocinadores
01 de jan. de 2025,6,6,"0,32%",42,13.093,302,Twitter,Orgânicas,Patrocinadores
07 de jun. de 2025,5,4,"0,31%",152,48.810,9.236,Twitter,Orgânicas,Patrocinadores
03 de jun. de 2025,5,5,"7,93%",2.795,35.236,48.942,Twitter,Orgânicas,Patrocinadores
29 de mai. de 2025,5,5,"1,77%",2.408,135.849,145.621,Twitter,Orgânicas,Patrocinadores
24 de mai. de 2025,5,5,"0,34%",27,7.972,5.409,Twitter,Orgânicas,Patrocinadores
19 de mai. de 2025,5,3,"47,26%",3.062,6.479,27.389,Twitter,Orgânicas,Patrocinadores
23 de mar. de 2025,5,3,"2,53%",79,3.119,3.206,Twitter,Orgânicas,Patrocinadores
17 de fev. de 2025,5,5,"241,00%",3.938,1.634,311,Twitter,Orgânicas,Patrocinadores
6 dias ago,4,3,"0,02%",5,21.333,704,Twitter,Orgânicas,Patrocinadores
19 de jun. de 2025,4,4,"0,43%",94,21.823,6.233,Twitter,Orgânicas,Patrocinadores
18 de jun. de 2025,4,4,"2,89%",109,3.774,3.814,Twitter,Orgânicas,Patrocinadores
13 de jun. de 2025,4,4,"1,81%",4.671,258.401,112.707,Twitter,Orgânicas,Patrocinadores
08 de jun. de 2025,4,4,"3,57%",188,5.262,2.652,Twitter,Orgânicas,Patrocinadores
31 de mai. de 2025,4,4,"3,52%",715,20.294,60.396,Twitter,Orgânicas,Patrocinadores
27 de abr. de 2025,4,3,"0,72%",153,21.310,2.345,Twitter,Orgânicas,Patrocinadores
16 de fev. de 2025,4,4,"8,59%",13.095,152.418,102.711,Twitter,Orgânicas,Patrocinadores
15 de fev. de 2025,4,4,"0,74%",10.421,1.413.683,180.360,Twitter,Orgânicas,Patrocinadores
11 de jan. de 2025,4,4,"2,86%",1.099,38.477,-,Twitter,Orgânicas,Patrocinadores
04 de jan. de 2025,4,4,"0,25%",57,22.430,-,Twitter,Orgânicas,Patrocinadores
20 de jun. de 2025,3,3,"0,16%",57,34.917,10.623,Twitter,Orgânicas,Patrocinadores
15 de abr. de 2025,3,3,"0,12%",12,10.399,598,Twitter,Orgânicas,Patrocinadores
13 de fev. de 2025,3,2,"0,35%",62,17.879,7.393,Twitter,Orgânicas,Patrocinadores
30 de jan. de 2025,3,3,"0,77%",134,17.348,1.181,Twitter,Orgânicas,Patrocinadores
19 de jan. de 2025,3,3,"0,34%",515,149.464,686,Twitter,Orgânicas,Patrocinadores
4 dias ago,2,2,"18,85%",12.804,67.921,116.548,Twitter,Orgânicas,Patrocinadores
5 dias ago,2,2,"0,10%",12,11.848,2.134,Twitter,Orgânicas,Patrocinadores
22 de jun. de 2025,2,2,"0,13%",30,23.346,3.792,Twitter,Orgânicas,Patrocinadores
22 de mar. de 2025,2,2,"3,57%",6,168,782,Twitter,Orgânicas,Patrocinadores
06 de jan. de 2025,2,2,"11,57%",3.324,28.729,-,Twitter,Orgânicas,Patrocinadores
11 de mai. de 2025,1,1,"5,93%",2.970,50.088,37.560,Twitter,Orgânicas,Patrocinadores
05 de jan. de 2025,1,1,"0,25%",8,3.202,-,Twitter,Orgânicas,Patrocinadores
21 de jan. de 2025,9,9,"0,02%",1.946,974.765,-,Facebook,Orgânicas,Patrocinadores
01 de abr. de 2025,6,6,"0,05%",5.947,1.090.983,-,Facebook,Orgânicas,Patrocinadores
13 de jun. de 2025,5,5,"0,16%",4.468,278.507,-,Facebook,Orgânicas,Patrocinadores
09 de jun. de 2025,5,4,"0,01%",47,31.726,-,Facebook,Orgânicas,Patrocinadores
05 de jun. de 2025,5,4,"0,04%",108,28.142,-,Facebook,Orgânicas,Patrocinadores
02 de abr. de 2025,5,5,"0,28%",11.534,412.158,-,Facebook,Orgânicas,Patrocinadores
23 de jun. de 2025,4,4,"<0,01%",570,873.031,-,Facebook,Orgânicas,Patrocinadores
23 de mai. de 2025,4,4,"0,04%",3.793,1.055.118,-,Facebook,Orgânicas,Patrocinadores
20 de mai. de 2025,4,4,"0,06%",1.249,211.721,-,Facebook,Orgânicas,Patrocinadores
14 de mai. de 2025,4,4,"0,02%",363,199.938,-,Facebook,Orgânicas,Patrocinadores
06 de mar. de 2025,4,3,"0,01%",99,98.998,-,Facebook,Orgânicas,Patrocinadores
25 de fev. de 2025,4,4,"0,02%",335,155.553,-,Facebook,Orgânicas,Patrocinadores
27 de jan. de 2025,4,4,"0,11%",156,13.755,-,Facebook,Orgânicas,Patrocinadores
21 de jun. de 2025,3,3,"<0,01%",107,544.684,-,Facebook,Orgânicas,Patrocinadores
18 de jun. de 2025,3,3,"0,01%",39,28.909,-,Facebook,Orgânicas,Patrocinadores
15 de jun. de 2025,3,3,"0,01%",31,28.889,-,Facebook,Orgânicas,Patrocinadores
12 de jun. de 2025,3,2,"<0,01%",25,170.953,-,Facebook,Orgânicas,Patrocinadores
07 de mai. de 2025,3,3,"0,01%",24,19.355,-,Facebook,Orgânicas,Patrocinadores
29 de abr. de 2025,3,3,"0,02%",694,429.925,-,Facebook,Orgânicas,Patrocinadores
16 de abr. de 2025,3,3,"0,34%",730,21.700,-,Facebook,Orgânicas,Patrocinadores
08 de abr. de 2025,3,3,"0,03%",105,37.414,-,Facebook,Orgânicas,Patrocinadores
07 de abr. de 2025,3,3,"<0,01%",471,933.357,-,Facebook,Orgânicas,Patrocinadores
03 de abr. de 2025,3,3,"0,02%",2.660,1.222.256,-,Facebook,Orgânicas,Patrocinadores
31 de mar. de 2025,3,3,"0,03%",623,189.275,-,Facebook,Orgânicas,Patrocinadores
15 de mar. de 2025,3,3,"0,07%",4.187,599.340,-,Facebook,Orgânicas,Patrocinadores
10 de mar. de 2025,3,3,"0,02%",179,89.142,-,Facebook,Orgânicas,Patrocinadores
09 de mar. de 2025,3,3,"0,07%",883,128.268,-,Facebook,Orgânicas,Patrocinadores
07 de mar. de 2025,3,3,"0,04%",441,100.002,-,Facebook,Orgânicas,Patrocinadores
05 de mar. de 2025,3,3,"0,04%",1.150,266.228,-,Facebook,Orgânicas,Patrocinadores
15 de fev. de 2025,3,3,"0,02%",251,165.265,-,Facebook,Orgânicas,Patrocinadores
11 de fev. de 2025,3,3,"<0,01%",44,96.483,-,Facebook,Orgânicas,Patrocinadores
05 de fev. de 2025,3,3,"0,07%",911,138.182,-,Facebook,Orgânicas,Patrocinadores
04 de fev. de 2025,3,2,"<0,01%",56,134.474,-,Facebook,Orgânicas,Patrocinadores
3 dias ago,2,2,"<0,01%",43,59.734,-,Facebook,Orgânicas,Patrocinadores
6 dias ago,2,2,"<0,01%",795,1.121.211,-,Facebook,Orgânicas,Patrocinadores
26 de jun. de 2025,2,2,"0,01%",35,27.048,-,Facebook,Orgânicas,Patrocinadores
20 de jun. de 2025,2,2,"<0,01%",10,83.761,-,Facebook,Orgânicas,Patrocinadores
19 de jun. de 2025,2,2,"0,04%",4.490,1.110.520,-,Facebook,Orgânicas,Patrocinadores
17 de jun. de 2025,2,2,"<0,01%",49,121.470,-,Facebook,Orgânicas,Patrocinadores
16 de jun. de 2025,2,2,"0,13%",4.034,300.324,-,Facebook,Orgânicas,Patrocinadores
14 de jun. de 2025,2,2,"0,01%",113,79.731,-,Facebook,Orgânicas,Patrocinadores
10 de jun. de 2025,2,2,"<0,01%",2,9.491,-,Facebook,Orgânicas,Patrocinadores
08 de jun. de 2025,2,2,"0,07%",367,51.150,-,Facebook,Orgânicas,Patrocinadores
06 de jun. de 2025,2,1,"0,02%",71,43.772,-,Facebook,Orgânicas,Patrocinadores
03 de jun. de 2025,2,1,"<0,01%",39,794.728,-,Facebook,Orgânicas,Patrocinadores
02 de jun. de 2025,2,2,"<0,01%",32,51.138,-,Facebook,Orgânicas,Patrocinadores
28 de mai. de 2025,2,2,"0,01%",25,22.245,-,Facebook,Orgânicas,Patrocinadores
27 de mai. de 2025,2,2,"<0,01%",54,199.333,-,Facebook,Orgânicas,Patrocinadores
24 de mai. de 2025,2,2,"<0,01%",5,5.274,-,Facebook,Orgânicas,Patrocinadores
16 de mai. de 2025,2,2,"0,26%",719,28.122,-,Facebook,Orgânicas,Patrocinadores
15 de mai. de 2025,2,2,"<0,01%",279,292.160,-,Facebook,Orgânicas,Patrocinadores
11 de mai. de 2025,2,2,"6,39%",16.650,26.068,-,Facebook,Orgânicas,Patrocinadores
10 de mai. de 2025,2,2,"0,06%",1.303,204.744,-,Facebook,Orgânicas,Patrocinadores
05 de mai. de 2025,2,2,"0,01%",33,31.492,-,Facebook,Orgânicas,Patrocinadores
01 de mai. de 2025,2,2,"0,06%",271,48.220,-,Facebook,Orgânicas,Patrocinadores
27 de abr. de 2025,2,2,"0,10%",434,41.559,-,Facebook,Orgânicas,Patrocinadores
25 de abr. de 2025,2,2,"0,05%",5.467,1.116.453,-,Facebook,Orgânicas,Patrocinadores
12 de abr. de 2025,2,1,"<0,01%",17,55.684,-,Facebook,Orgânicas,Patrocinadores
11 de abr. de 2025,2,2,"<0,01%",33,118.712,-,Facebook,Orgânicas,Patrocinadores
30 de mar. de 2025,2,2,"0,21%",3,146,-,Facebook,Orgânicas,Patrocinadores
29 de mar. de 2025,2,2,"0,08%",6,782,-,Facebook,Orgânicas,Patrocinadores
26 de mar. de 2025,2,2,"<0,01%",67,97.100,-,Facebook,Orgânicas,Patrocinadores
24 de mar. de 2025,2,2,"0,14%",43,3.097,-,Facebook,Orgânicas,Patrocinadores
19 de mar. de 2025,2,2,"0,09%",14,1.589,-,Facebook,Orgânicas,Patrocinadores
11 de mar. de 2025,2,2,"<0,01%",34,48.958,-,Facebook,Orgânicas,Patrocinadores
02 de mar. de 2025,2,2,"0,04%",152,38.901,-,Facebook,Orgânicas,Patrocinadores
26 de fev. de 2025,2,2,"0,54%",8.553,158.018,-,Facebook,Orgânicas,Patrocinadores
24 de fev. de 2025,2,2,"0,03%",986,317.203,-,Facebook,Orgânicas,Patrocinadores
23 de fev. de 2025,2,2,"0,05%",398,85.224,-,Facebook,Orgânicas,Patrocinadores
22 de fev. de 2025,2,2,"<0,01%",8,37.628,-,Facebook,Orgânicas,Patrocinadores
21 de fev. de 2025,2,2,"0,03%",125,39.509,-,Facebook,Orgânicas,Patrocinadores
20 de fev. de 2025,2,2,"<0,01%",216,506.543,-,Facebook,Orgânicas,Patrocinadores
16 de fev. de 2025,2,2,"<0,01%",31,412.168,-,Facebook,Orgânicas,Patrocinadores
14 de fev. de 2025,2,2,"<0,01%",34,119.354,-,Facebook,Orgânicas,Patrocinadores
12 de fev. de 2025,2,2,"0,02%",131,52.771,-,Facebook,Orgânicas,Patrocinadores
10 de fev. de 2025,2,2,"<0,01%",25,95.696,-,Facebook,Orgânicas,Patrocinadores
08 de fev. de 2025,2,2,"<0,01%",94,148.237,-,Facebook,Orgânicas,Patrocinadores
02 de fev. de 2025,2,2,"0,04%",2.255,583.400,-,Facebook,Orgânicas,Patrocinadores
01 de fev. de 2025,2,2,"0,01%",521,393.043,-,Facebook,Orgânicas,Patrocinadores
31 de jan. de 2025,2,2,"0,03%",364,141.518,-,Facebook,Orgânicas,Patrocinadores
26 de jan. de 2025,2,2,"0,02%",1.288,708.768,-,Facebook,Orgânicas,Patrocinadores
25 de jan. de 2025,2,2,"0,03%",7,2.287,-,Facebook,Orgânicas,Patrocinadores
22 de jan. de 2025,2,2,"0,02%",48,29.701,-,Facebook,Orgânicas,Patrocinadores
17 de jan. de 2025,2,1,"<0,01%",1,10.206,-,Facebook,Orgânicas,Patrocinadores
13 de jan. de 2025,2,2,"0,17%",1.136,67.731,-,Facebook,Orgânicas,Patrocinadores
4 dias ago,1,1,"<0,01%",1,9.240,-,Facebook,Orgânicas,Patrocinadores
5 dias ago,1,1,"<0,01%",9,9.241,-,Facebook,Orgânicas,Patrocinadores
24 de jun. de 2025,1,1,"0,00%",0,352,-,Facebook,Orgânicas,Patrocinadores
11 de jun. de 2025,1,1,"0,26%",5.678,221.111,-,Facebook,Orgânicas,Patrocinadores
07 de jun. de 2025,1,1,"0,01%",32,21.887,-,Facebook,Orgânicas,Patrocinadores
30 de mai. de 2025,1,1,"<0,01%",3,3.174,-,Facebook,Orgânicas,Patrocinadores
29 de mai. de 2025,1,1,"0,85%",469,5.514,-,Facebook,Orgânicas,Patrocinadores
22 de mai. de 2025,1,1,"0,01%",6,5.163,-,Facebook,Orgânicas,Patrocinadores
19 de mai. de 2025,1,1,"0,01%",12,9.255,-,Facebook,Orgânicas,Patrocinadores
18 de mai. de 2025,1,1,"<0,01%",2,3.191,-,Facebook,Orgânicas,Patrocinadores
17 de mai. de 2025,1,1,"0,01%",59,53.619,-,Facebook,Orgânicas,Patrocinadores
13 de mai. de 2025,1,1,"0,00%",0,3.525,-,Facebook,Orgânicas,Patrocinadores
12 de mai. de 2025,1,1,"<0,01%",13,21.789,-,Facebook,Orgânicas,Patrocinadores
09 de mai. de 2025,1,1,"0,30%",894,29.993,-,Facebook,Orgânicas,Patrocinadores
08 de mai. de 2025,1,1,"<0,01%",130,438.257,-,Facebook,Orgânicas,Patrocinadores
04 de mai. de 2025,1,1,"0,05%",1.420,280.881,-,Facebook,Orgânicas,Patrocinadores
03 de mai. de 2025,1,1,"0,00%",0,46,-,Facebook,Orgânicas,Patrocinadores
30 de abr. de 2025,1,1,"<0,01%",251,879.132,-,Facebook,Orgânicas,Patrocinadores
28 de abr. de 2025,1,1,"<0,01%",20,398.719,-,Facebook,Orgânicas,Patrocinadores
26 de abr. de 2025,1,1,"0,60%",47,778,-,Facebook,Orgânicas,Patrocinadores
24 de abr. de 2025,1,1,"0,26%",3.043,118.391,-,Facebook,Orgânicas,Patrocinadores
21 de abr. de 2025,1,1,"<0,01%",1,72.841,-,Facebook,Orgânicas,Patrocinadores
18 de abr. de 2025,1,1,"<0,01%",55,274.870,-,Facebook,Orgânicas,Patrocinadores
15 de abr. de 2025,1,1,"0,03%",3.440,1.087.000,-,Facebook,Orgânicas,Patrocinadores
14 de abr. de 2025,1,1,"<0,01%",11,64.360,-,Facebook,Orgânicas,Patrocinadores
13 de abr. de 2025,1,1,"0,14%",16,1.106,-,Facebook,Orgânicas,Patrocinadores
09 de abr. de 2025,1,1,"<0,01%",5,5.791,-,Facebook,Orgânicas,Patrocinadores
05 de abr. de 2025,1,1,"0,05%",350,64.650,-,Facebook,Orgânicas,Patrocinadores
21 de mar. de 2025,1,1,"0,10%",2,195,-,Facebook,Orgânicas,Patrocinadores
20 de mar. de 2025,1,1,"0,01%",1,747,-,Facebook,Orgânicas,Patrocinadores
18 de mar. de 2025,1,1,"0,19%",169,9.115,-,Facebook,Orgânicas,Patrocinadores
16 de mar. de 2025,1,1,"0,17%",1.378,81.659,-,Facebook,Orgânicas,Patrocinadores
08 de mar. de 2025,1,1,"0,02%",44,27.519,-,Facebook,Orgânicas,Patrocinadores
04 de mar. de 2025,1,1,"0,01%",96,78.063,-,Facebook,Orgânicas,Patrocinadores
03 de mar. de 2025,1,1,"0,02%",1,633,-,Facebook,Orgânicas,Patrocinadores
28 de fev. de 2025,1,1,"0,06%",1.778,277.593,-,Facebook,Orgânicas,Patrocinadores
27 de fev. de 2025,1,1,"0,21%",1,47,-,Facebook,Orgânicas,Patrocinadores
19 de fev. de 2025,1,1,"0,07%",92,13.145,-,Facebook,Orgânicas,Patrocinadores
18 de fev. de 2025,1,1,"0,02%",117,46.918,-,Facebook,Orgânicas,Patrocinadores
07 de fev. de 2025,1,1,"<0,01%",19,94.793,-,Facebook,Orgânicas,Patrocinadores
06 de fev. de 2025,1,1,"<0,01%",22,94.782,-,Facebook,Orgânicas,Patrocinadores
03 de fev. de 2025,1,1,"0,03%",25,7.411,-,Facebook,Orgânicas,Patrocinadores
30 de jan. de 2025,1,1,"<0,01%",19,19.856,-,Facebook,Orgânicas,Patrocinadores
29 de jan. de 2025,1,1,"<0,01%",3,24.290,-,Facebook,Orgânicas,Patrocinadores
28 de jan. de 2025,1,1,"0,05%",35,7.498,-,Facebook,Orgânicas,Patrocinadores
18 de jan. de 2025,1,1,"0,03%",193,64.801,-,Facebook,Orgânicas,Patrocinadores
14 de jan. de 2025,1,1,"0,02%",31,19.866,-,Facebook,Orgânicas,Patrocinadores
08 de jan. de 2025,1,1,"0,01%",52,46.228,-,Facebook,Orgânicas,Patrocinadores
07 de jan. de 2025,1,1,"0,03%",78,30.304,-,Facebook,Orgânicas,Patrocinadores
04 de jan. de 2025,1,1,"<0,01%",5,411.895,-,Facebook,Orgânicas,Patrocinadores
03 de jan. de 2025,1,1,"0,08%",543,64.827,-,Facebook,Orgânicas,Patrocinadores
04 de abr. de 2025,73,30,"0,25%",120.397,0,2.409.200,Youtube,Orgânicas,Patrocinadores
31 de mar. de 2025,67,32,"0,12%",42.734,0,873.570,Youtube,Orgânicas,Patrocinadores
21 de fev. de 2025,60,22,"0,34%",93.847,0,1.771.454,Youtube,Orgânicas,Patrocinadores
16 de abr. de 2025,58,24,"1,66%",299.242,0,8.720.921,Youtube,Orgânicas,Patrocinadores
08 de abr. de 2025,57,25,"0,19%",128.140,0,4.045.947,Youtube,Orgânicas,Patrocinadores
07 de abr. de 2025,57,30,"0,15%",52.910,0,992.912,Youtube,Orgânicas,Patrocinadores
24 de abr. de 2025,55,22,"0,14%",47.184,0,1.097.686,Youtube,Orgânicas,Patrocinadores
10 de abr. de 2025,55,22,"0,10%",54.918,0,1.428.746,Youtube,Orgânicas,Patrocinadores
09 de abr. de 2025,54,23,"0,21%",81.867,0,1.746.049,Youtube,Orgânicas,Patrocinadores
25 de jun. de 2025,52,24,"0,11%",24.748,0,339.245,Youtube,Orgânicas,Patrocinadores
26 de mar. de 2025,51,20,"0,19%",53.528,0,931.028,Youtube,Orgânicas,Patrocinadores
04 de jun. de 2025,50,22,"0,08%",30.469,0,507.444,Youtube,Orgânicas,Patrocinadores
02 de abr. de 2025,50,27,"0,24%",54.141,0,813.194,Youtube,Orgânicas,Patrocinadores
29 de abr. de 2025,49,30,"0,21%",76.325,0,4.967.558,Youtube,Orgânicas,Patrocinadores
14 de abr. de 2025,49,20,"0,22%",24.460,0,454.066,Youtube,Orgânicas,Patrocinadores
27 de mar. de 2025,49,20,"0,34%",126.124,0,5.323.071,Youtube,Orgânicas,Patrocinadores
21 de mar. de 2025,49,17,"0,81%",216.835,0,3.167.014,Youtube,Orgânicas,Patrocinadores
23 de mai. de 2025,48,23,"0,15%",34.915,0,591.266,Youtube,Orgânicas,Patrocinadores
15 de abr. de 2025,48,22,"0,77%",339.054,0,40.086.787,Youtube,Orgânicas,Patrocinadores
13 de abr. de 2025,48,17,"0,25%",45.421,0,2.334.020,Youtube,Orgânicas,Patrocinadores
01 de abr. de 2025,48,23,"0,12%",46.117,0,1.291.673,Youtube,Orgânicas,Patrocinadores
28 de mar. de 2025,48,25,"0,21%",39.565,0,664.039,Youtube,Orgânicas,Patrocinadores
19 de mar. de 2025,48,16,"0,30%",76.377,0,1.598.121,Youtube,Orgânicas,Patrocinadores
18 de mar. de 2025,48,18,"0,19%",55.733,0,816.517,Youtube,Orgânicas,Patrocinadores
13 de fev. de 2025,48,19,"0,41%",138.957,0,1.977.719,Youtube,Orgânicas,Patrocinadores
26 de mai. de 2025,46,21,"0,17%",36.314,0,470.520,Youtube,Orgânicas,Patrocinadores
11 de abr. de 2025,46,26,"0,18%",56.302,0,788.227,Youtube,Orgânicas,Patrocinadores
07 de fev. de 2025,46,18,"0,18%",37.494,0,666.985,Youtube,Orgânicas,Patrocinadores
03 de fev. de 2025,46,22,"0,22%",36.809,0,780.263,Youtube,Orgânicas,Patrocinadores
28 de abr. de 2025,45,30,"0,39%",59.317,0,793.052,Youtube,Orgânicas,Patrocinadores
03 de abr. de 2025,45,30,"0,18%",48.580,0,968.969,Youtube,Orgânicas,Patrocinadores
07 de mar. de 2025,45,22,"0,24%",59.757,0,809.985,Youtube,Orgânicas,Patrocinadores
05 de abr. de 2025,44,18,"0,18%",42.565,0,911.486,Youtube,Orgânicas,Patrocinadores
20 de mar. de 2025,44,19,"0,15%",37.774,0,569.695,Youtube,Orgânicas,Patrocinadores
16 de mai. de 2025,43,21,"0,17%",23.250,0,303.182,Youtube,Orgânicas,Patrocinadores
03 de mai. de 2025,43,20,"0,09%",18.488,0,289.113,Youtube,Orgânicas,Patrocinadores
26 de abr. de 2025,43,19,"0,15%",70.177,0,1.705.824,Youtube,Orgânicas,Patrocinadores
22 de mar. de 2025,43,19,"0,71%",113.985,0,2.136.838,Youtube,Orgânicas,Patrocinadores
6 dias ago,42,20,"0,16%",29.073,0,399.488,Youtube,Orgânicas,Patrocinadores
03 de jun. de 2025,42,17,"0,18%",45.395,0,1.040.931,Youtube,Orgânicas,Patrocinadores
29 de mai. de 2025,42,21,"0,11%",21.316,0,314.773,Youtube,Orgânicas,Patrocinadores
28 de mai. de 2025,42,18,"0,51%",106.790,0,2.386.361,Youtube,Orgânicas,Patrocinadores
22 de abr. de 2025,42,18,"0,12%",36.019,0,1.092.681,Youtube,Orgânicas,Patrocinadores
25 de mar. de 2025,42,20,"0,28%",63.229,0,1.030.085,Youtube,Orgânicas,Patrocinadores
26 de jun. de 2025,41,22,"0,12%",22.202,0,323.012,Youtube,Orgânicas,Patrocinadores
11 de jun. de 2025,41,26,"0,11%",26.353,0,445.887,Youtube,Orgânicas,Patrocinadores
02 de jun. de 2025,41,18,"0,32%",54.961,0,665.030,Youtube,Orgânicas,Patrocinadores
27 de mai. de 2025,41,19,"0,11%",50.980,0,984.917,Youtube,Orgânicas,Patrocinadores
21 de mai. de 2025,41,22,"0,22%",30.108,0,315.598,Youtube,Orgânicas,Patrocinadores
01 de mai. de 2025,41,20,"0,18%",33.723,0,463.180,Youtube,Orgânicas,Patrocinadores
25 de abr. de 2025,41,21,"0,41%",36.179,0,1.014.616,Youtube,Orgânicas,Patrocinadores
21 de abr. de 2025,41,23,"0,12%",44.644,0,851.847,Youtube,Orgânicas,Patrocinadores
19 de fev. de 2025,41,25,"0,22%",35.946,0,466.373,Youtube,Orgânicas,Patrocinadores
18 de abr. de 2025,40,14,"0,05%",39.356,0,681.565,Youtube,Orgânicas,Patrocinadores
10 de fev. de 2025,40,23,"0,31%",77.561,0,1.313.784,Youtube,Orgânicas,Patrocinadores
14 de jan. de 2025,40,24,"1,01%",296.369,0,4.338.289,Youtube,Orgânicas,Patrocinadores
18 de jun. de 2025,39,23,"0,10%",16.127,0,207.357,Youtube,Orgânicas,Patrocinadores
30 de mai. de 2025,39,16,"0,07%",11.159,0,224.567,Youtube,Orgânicas,Patrocinadores
28 de fev. de 2025,39,20,"0,24%",32.068,0,477.393,Youtube,Orgânicas,Patrocinadores
26 de fev. de 2025,39,20,"0,20%",89.127,0,2.099.047,Youtube,Orgânicas,Patrocinadores
